MinMAP,MaxMAP,MinTemp,MaxTemp,MinDI,MaxDI,DF
30,39,50,52,200,249,1
30,39,50,52,250,299,1
30,39,50,52,300,349,1
30,39,50,52,350,399,1
30,39,50,52,400,449,1
30,39,50,52,450,499,1
30,39,50,52,500,549,1
30,39,50,52,550,639,0
30,39,50,52,640,699,0
30,39,50,52,700,759,0
30,39,50,52,760,799,0
30,39,50,52,800,9999,0
30,39,0,49,0,49,0
30,39,0,49,50,99,0
30,39,0,49,100,149,0
30,39,0,49,150,199,0
30,39,0,49,200,249,0
30,39,0,49,250,299,0
30,39,0,49,300,349,0
30,39,0,49,350,399,0
30,39,0,49,400,449,0
30,39,0,49,450,499,0
30,39,0,49,500,549,0
30,39,0,49,550,639,0
30,39,0,49,640,699,0
30,39,0,49,700,759,0
30,39,0,49,760,799,0
30,39,0,49,800,9999,0
40,59,107,9999,0,49,62
40,59,107,9999,50,99,58
40,59,107,9999,100,149,54
40,59,107,9999,150,199,50
40,59,107,9999,200,249,46
40,59,107,9999,250,299,42
40,59,107,9999,300,349,38
40,59,107,9999,350,399,34
40,59,107,9999,400,449,30
40,59,107,9999,450,499,26
40,59,107,9999,500,549,22
40,59,107,9999,550,639,16
40,59,107,9999,640,699,10
40,59,107,9999,700,759,6
40,59,107,9999,760,799,2
40,59,107,9999,800,9999,0
40,59,104,106,0,49,53
40,59,104,106,50,99,50
40,59,104,106,100,149,46
40,59,104,106,150,199,43
40,59,104,106,200,249,39
40,59,104,106,250,299,36
40,59,104,106,300,349,33
40,59,104,106,350,399,29
40,59,104,106,400,449,26
40,59,104,106,450,499,22
40,59,104,106,500,549,19
40,59,104,106,550,639,14
40,59,104,106,640,699,8
40,59,104,106,700,759,5
40,59,104,106,760,799,1
40,59,104,106,800,9999,0
40,59,101,103,0,49,46
40,59,101,103,50,99,43
40,59,101,103,100,149,40
40,59,101,103,150,199,37
40,59,101,103,200,249,34
40,59,101,103,250,299,31
40,59,101,103,300,349,28
40,59,101,103,350,399,25
40,59,101,103,400,449,22
40,59,101,103,450,499,19
40,59,101,103,500,549,16
40,59,101,103,550,639,12
40,59,101,103,640,699,7
40,59,101,103,700,759,4
40,59,101,103,760,799,1
40,59,101,103,800,9999,0
40,59,98,100,0,49,39
40,59,98,100,50,99,37
40,59,98,100,100,149,34
40,59,98,100,150,199,31
40,59,98,100,200,249,29
40,59,98,100,250,299,26
40,59,98,100,300,349,24
40,59,98,100,350,399,21
40,59,98,100,400,449,19
40,59,98,100,450,499,16
40,59,98,100,500,549,14
40,59,98,100,550,639,10
40,59,98,100,640,699,6
40,59,98,100,700,759,4
40,59,98,100,760,799,1
40,59,98,100,800,9999,0
40,59,95,97,0,49,33
40,59,95,97,50,99,31
40,59,95,97,100,149,29
40,59,95,97,150,199,27
40,59,95,97,200,249,25
40,59,95,97,250,299,23
40,59,95,97,300,349,20
40,59,95,97,350,399,18
40,59,95,97,400,449,16
40,59,95,97,450,499,14
40,59,95,97,500,549,12
40,59,95,97,550,639,9
40,59,95,97,640,699,5
40,59,95,97,700,759,3
40,59,95,97,760,799,1
40,59,95,97,800,9999,0
40,59,92,94,0,49,28
40,59,92,94,50,99,27
40,59,92,94,100,149,25
40,59,92,94,150,199,23
40,59,92,94,200,249,21
40,59,92,94,250,299,19
40,59,92,94,300,349,17
40,59,92,94,350,399,16
40,59,92,94,400,449,14
40,59,92,94,450,499,12
40,59,92,94,500,549,10
40,59,92,94,550,639,8
40,59,92,94,640,699,4
40,59,92,94,700,759,3
40,59,92,94,760,799,1
40,59,92,94,800,9999,0
40,59,89,91,0,49,24
40,59,89,91,50,99,23
40,59,89,91,100,149,21
40,59,89,91,150,199,20
40,59,89,91,200,249,18
40,59,89,91,250,299,16
40,59,89,91,300,349,15
40,59,89,91,350,399,13
40,59,89,91,400,449,12
40,59,89,91,450,499,10
40,59,89,91,500,549,9
40,59,89,91,550,639,6
40,59,89,91,640,699,4
40,59,89,91,700,759,2
40,59,89,91,760,799,1
40,59,89,91,800,9999,0
40,59,86,88,0,49,21
40,59,86,88,50,99,19
40,59,86,88,100,149,18
40,59,86,88,150,199,17
40,59,86,88,200,249,15
40,59,86,88,250,299,14
40,59,86,88,300,349,13
40,59,86,88,350,399,11
40,59,86,88,400,449,10
40,59,86,88,450,499,9
40,59,86,88,500,549,7
40,59,86,88,550,639,5
40,59,86,88,640,699,3
40,59,86,88,700,759,2
40,59,86,88,760,799,1
40,59,86,88,800,9999,0
40,59,83,85,0,49,17
40,59,83,85,50,99,16
40,59,83,85,100,149,15
40,59,83,85,150,199,14
40,59,83,85,200,249,13
40,59,83,85,250,299,12
40,59,83,85,300,349,11
40,59,83,85,350,399,10
40,59,83,85,400,449,8
40,59,83,85,450,499,7
40,59,83,85,500,549,6
40,59,83,85,550,639,5
40,59,83,85,640,699,3
40,59,83,85,700,759,2
40,59,83,85,760,799,1
40,59,83,85,800,9999,0
40,59,80,82,0,49,15
40,59,80,82,50,99,14
40,59,80,82,100,149,13
40,59,80,82,150,199,12
40,59,80,82,200,249,11
40,59,80,82,250,299,10
40,59,80,82,300,349,9
40,59,80,82,350,399,8
40,59,80,82,400,449,7
40,59,80,82,450,499,6
40,59,80,82,500,549,5
40,59,80,82,550,639,4
40,59,80,82,640,699,2
40,59,80,82,700,759,1
40,59,80,82,760,799,1
40,59,80,82,800,9999,0
40,59,77,79,0,49,12
40,59,77,79,50,99,11
40,59,77,79,100,149,11
40,59,77,79,150,199,10
40,59,77,79,200,249,9
40,59,77,79,250,299,8
40,59,77,79,300,349,8
40,59,77,79,350,399,7
40,59,77,79,400,449,6
40,59,77,79,450,499,5
40,59,77,79,500,549,4
40,59,77,79,550,639,3
40,59,77,79,640,699,2
40,59,77,79,700,759,1
40,59,77,79,760,799,1
40,59,77,79,800,9999,0
40,59,74,76,0,49,10
40,59,74,76,50,99,10
40,59,74,76,100,149,9
40,59,74,76,150,199,8
40,59,74,76,200,249,8
40,59,74,76,250,299,7
40,59,74,76,300,349,6
40,59,74,76,350,399,6
40,59,74,76,400,449,5
40,59,74,76,450,499,4
40,59,74,76,500,549,4
40,59,74,76,550,639,3
40,59,74,76,640,699,2
40,59,74,76,700,759,1
40,59,74,76,760,799,1
40,59,74,76,800,9999,0
40,59,71,73,0,49,8
40,59,71,73,50,99,8
40,59,71,73,100,149,7
40,59,71,73,150,199,7
40,59,71,73,200,249,6
40,59,71,73,250,299,6
40,59,71,73,300,349,5
40,59,71,73,350,399,5
40,59,71,73,400,449,4
40,59,71,73,450,499,4
40,59,71,73,500,549,3
40,59,71,73,550,639,2
40,59,71,73,640,699,1
40,59,71,73,700,759,1
40,59,71,73,760,799,0
40,59,71,73,800,9999,0
40,59,68,70,0,49,7
40,59,68,70,50,99,6
40,59,68,70,100,149,6
40,59,68,70,150,199,6
40,59,68,70,200,249,5
40,59,68,70,250,299,5
40,59,68,70,300,349,4
40,59,68,70,350,399,4
40,59,68,70,400,449,3
40,59,68,70,450,499,3
40,59,68,70,500,549,2
40,59,68,70,550,639,2
40,59,68,70,640,699,1
40,59,68,70,700,759,1
40,59,68,70,760,799,0
40,59,68,70,800,9999,0
40,59,65,67,0,49,6
40,59,65,67,50,99,5
40,59,65,67,100,149,5
40,59,65,67,150,199,4
40,59,65,67,200,249,4
40,59,65,67,250,299,4
40,59,65,67,300,349,3
40,59,65,67,350,399,3
40,59,65,67,400,449,3
40,59,65,67,450,499,2
40,59,65,67,500,549,2
40,59,65,67,550,639,2
40,59,65,67,640,699,1
40,59,65,67,700,759,1
40,59,65,67,760,799,0
40,59,65,67,800,9999,0
40,59,62,64,0,49,4
40,59,62,64,50,99,4
40,59,62,64,100,149,4
40,59,62,64,150,199,4
40,59,62,64,200,249,3
40,59,62,64,250,299,3
40,59,62,64,300,349,3
40,59,62,64,350,399,2
40,59,62,64,400,449,2
40,59,62,64,450,499,2
40,59,62,64,500,549,2
40,59,62,64,550,639,1
40,59,62,64,640,699,1
40,59,62,64,700,759,1
40,59,62,64,760,799,0
40,59,62,64,800,9999,0
40,59,59,61,0,49,3
40,59,59,61,50,99,3
40,59,59,61,100,149,3
40,59,59,61,150,199,3
40,59,59,61,200,249,3
40,59,59,61,250,299,2
40,59,59,61,300,349,2
40,59,59,61,350,399,2
40,59,59,61,400,449,2
40,59,59,61,450,499,1
40,59,59,61,500,549,1
40,59,59,61,550,639,1
40,59,59,61,640,699,1
40,59,59,61,700,759,1
40,59,59,61,760,799,0
40,59,59,61,800,9999,0
40,59,56,58,0,49,3
40,59,56,58,50,99,2
40,59,56,58,100,149,2
40,59,56,58,150,199,2
40,59,56,58,200,249,2
40,59,56,58,250,299,2
40,59,56,58,300,349,2
40,59,56,58,350,399,1
40,59,56,58,400,449,1
40,59,56,58,450,499,1
40,59,56,58,500,549,1
40,59,56,58,550,639,1
40,59,56,58,640,699,1
40,59,56,58,700,759,0
40,59,56,58,760,799,0
40,59,56,58,800,9999,0
40,59,53,55,0,49,2
40,59,53,55,50,99,2
40,59,53,55,100,149,2
40,59,53,55,150,199,1
40,59,53,55,200,249,1
40,59,53,55,250,299,1
40,59,53,55,300,349,1
40,59,53,55,350,399,1
40,59,53,55,400,449,1
40,59,53,55,450,499,1
40,59,53,55,500,549,1
40,59,53,55,550,639,1
40,59,53,55,640,699,1
40,59,53,55,700,759,0
40,59,53,55,760,799,0
40,59,53,55,800,9999,0
40,59,50,52,0,49,1
40,59,50,52,50,99,1
40,59,50,52,100,149,1
40,59,50,52,150,199,1
40,59,50,52,200,249,1
40,59,50,52,250,299,1
40,59,50,52,300,349,1
40,59,50,52,350,399,1
40,59,50,52,400,449,1
40,59,50,52,450,499,1
40,59,50,52,500,549,1
40,59,50,52,550,639,1
40,59,50,52,640,699,0
40,59,50,52,700,759,0
40,59,50,52,760,799,0
40,59,50,52,800,9999,0
40,59,0,49,0,49,0
40,59,0,49,50,99,0
40,59,0,49,100,149,0
40,59,0,49,150,199,0
40,59,0,49,200,249,0
40,59,0,49,250,299,0
40,59,0,49,300,349,0
40,59,0,49,350,399,0
40,59,0,49,400,449,0
40,59,0,49,450,499,0
40,59,0,49,500,549,0
40,59,0,49,550,639,0
40,59,0,49,640,699,0
40,59,0,49,700,759,0
40,59,0,49,760,799,0
40,59,0,49,800,9999,0
60,9999,107,9999,0,49,91
60,9999,107,9999,50,99,85
60,9999,107,9999,100,149,79
60,9999,107,9999,150,199,73
60,9999,107,9999,200,249,68
60,9999,107,9999,250,299,62
60,9999,107,9999,300,349,56
60,9999,107,9999,350,399,50
60,9999,107,9999,400,449,44
60,9999,107,9999,450,499,38
60,9999,107,9999,500,549,32
60,9999,107,9999,550,639,24
60,9999,107,9999,640,699,14
60,9999,107,9999,700,759,8
60,9999,107,9999,760,799,2
60,9999,107,9999,800,9999,0
60,9999,104,106,0,49,78
60,9999,104,106,50,99,73
60,9999,104,106,100,149,68
60,9999,104,106,150,199,63
60,9999,104,106,200,249,58
60,9999,104,106,250,299,53
60,9999,104,106,300,349,48
60,9999,104,106,350,399,43
60,9999,104,106,400,449,38
60,9999,104,106,450,499,33
60,9999,104,106,500,549,28
60,9999,104,106,550,639,21
60,9999,104,106,640,699,12
60,9999,104,106,700,759,7
60,9999,104,106,760,799,2
60,9999,104,106,800,9999,0
60,9999,101,103,0,49,67
60,9999,101,103,50,99,63
60,9999,101,103,100,149,58
60,9999,101,103,150,199,54
60,9999,101,103,200,249,50
60,9999,101,103,250,299,45
60,9999,101,103,300,349,41
60,9999,101,103,350,399,37
60,9999,101,103,400,449,32
60,9999,101,103,450,499,28
60,9999,101,103,500,549,24
60,9999,101,103,550,639,18
60,9999,101,103,640,699,10
60,9999,101,103,700,759,6
60,9999,101,103,760,799,2
60,9999,101,103,800,9999,0
60,9999,98,100,0,49,57
60,9999,98,100,50,99,54
60,9999,98,100,100,149,50
60,9999,98,100,150,199,46
60,9999,98,100,200,249,43
60,9999,98,100,250,299,39
60,9999,98,100,300,349,35
60,9999,98,100,350,399,31
60,9999,98,100,400,449,28
60,9999,98,100,450,499,24
60,9999,98,100,500,549,20
60,9999,98,100,550,639,15
60,9999,98,100,640,699,9
60,9999,98,100,700,759,5
60,9999,98,100,760,799,2
60,9999,98,100,800,9999,0
60,9999,95,97,0,49,49
60,9999,95,97,50,99,46
60,9999,95,97,100,149,43
60,9999,95,97,150,199,40
60,9999,95,97,200,249,36
60,9999,95,97,250,299,33
60,9999,95,97,300,349,30
60,9999,95,97,350,399,27
60,9999,95,97,400,449,24
60,9999,95,97,450,499,21
60,9999,95,97,500,549,17
60,9999,95,97,550,639,13
60,9999,95,97,640,699,8
60,9999,95,97,700,759,4
60,9999,95,97,760,799,1
60,9999,95,97,800,9999,0
60,9999,92,94,0,49,42
60,9999,92,94,50,99,39
60,9999,92,94,100,149,36
60,9999,92,94,150,199,34
60,9999,92,94,200,249,31
60,9999,92,94,250,299,28
60,9999,92,94,300,349,26
60,9999,92,94,350,399,23
60,9999,92,94,400,449,20
60,9999,92,94,450,499,18
60,9999,92,94,500,549,15
60,9999,92,94,550,639,11
60,9999,92,94,640,699,7
60,9999,92,94,700,759,4
60,9999,92,94,760,799,1
60,9999,92,94,800,9999,0
60,9999,89,91,0,49,36
60,9999,89,91,50,99,33
60,9999,89,91,100,149,31
60,9999,89,91,150,199,29
60,9999,89,91,200,249,26
60,9999,89,91,250,299,24
60,9999,89,91,300,349,22
60,9999,89,91,350,399,19
60,9999,89,91,400,449,17
60,9999,89,91,450,499,15
60,9999,89,91,500,549,13
60,9999,89,91,550,639,9
60,9999,89,91,640,699,6
60,9999,89,91,700,759,3
60,9999,89,91,760,799,1
60,9999,89,91,800,9999,0
60,9999,86,88,0,49,30
60,9999,86,88,50,99,28
60,9999,86,88,100,149,26
60,9999,86,88,150,199,24
60,9999,86,88,200,249,22
60,9999,86,88,250,299,20
60,9999,86,88,300,349,18
60,9999,86,88,350,399,17
60,9999,86,88,400,449,15
60,9999,86,88,450,499,13
60,9999,86,88,500,549,11
60,9999,86,88,550,639,8
60,9999,86,88,640,699,5
60,9999,86,88,700,759,3
60,9999,86,88,760,799,1
60,9999,86,88,800,9999,0
60,9999,83,85,0,49,25
60,9999,83,85,50,99,24
60,9999,83,85,100,149,22
60,9999,83,85,150,199,21
60,9999,83,85,200,249,19
60,9999,83,85,250,299,17
60,9999,83,85,300,349,16
60,9999,83,85,350,399,14
60,9999,83,85,400,449,12
60,9999,83,85,450,499,11
60,9999,83,85,500,549,9
60,9999,83,85,550,639,7
60,9999,83,85,640,699,4
60,9999,83,85,700,759,2
60,9999,83,85,760,799,1
60,9999,83,85,800,9999,0
60,9999,80,82,0,49,21
60,9999,80,82,50,99,20
60,9999,80,82,100,149,19
60,9999,80,82,150,199,17
60,9999,80,82,200,249,16
60,9999,80,82,250,299,15
60,9999,80,82,300,349,13
60,9999,80,82,350,399,12
60,9999,80,82,400,449,10
60,9999,80,82,450,499,9
60,9999,80,82,500,549,8
60,9999,80,82,550,639,6
60,9999,80,82,640,699,3
60,9999,80,82,700,759,2
60,9999,80,82,760,799,1
60,9999,80,82,800,9999,0
60,9999,77,79,0,49,18
60,9999,77,79,50,99,17
60,9999,77,79,100,149,16
60,9999,77,79,150,199,14
60,9999,77,79,200,249,13
60,9999,77,79,250,299,12
60,9999,77,79,300,349,11
60,9999,77,79,350,399,10
60,9999,77,79,400,449,9
60,9999,77,79,450,499,8
60,9999,77,79,500,549,6
60,9999,77,79,550,639,5
60,9999,77,79,640,699,3
60,9999,77,79,700,759,2
60,9999,77,79,760,799,1
60,9999,77,79,800,9999,0
60,9999,74,76,0,49,15
60,9999,74,76,50,99,14
60,9999,74,76,100,149,13
60,9999,74,76,150,199,12
60,9999,74,76,200,249,11
60,9999,74,76,250,299,10
60,9999,74,76,300,349,9
60,9999,74,76,350,399,8
60,9999,74,76,400,449,7
60,9999,74,76,450,499,6
60,9999,74,76,500,549,5
60,9999,74,76,550,639,4
60,9999,74,76,640,699,2
60,9999,74,76,700,759,1
60,9999,74,76,760,799,1
60,9999,74,76,800,9999,0
60,9999,71,73,0,49,12
60,9999,71,73,50,99,12
60,9999,71,73,100,149,11
60,9999,71,73,150,199,10
60,9999,71,73,200,249,9
60,9999,71,73,250,299,8
60,9999,71,73,300,349,8
60,9999,71,73,350,399,7
60,9999,71,73,400,449,6
60,9999,71,73,450,499,5
60,9999,71,73,500,549,4
60,9999,71,73,550,639,3
60,9999,71,73,640,699,2
60,9999,71,73,700,759,1
60,9999,71,73,760,799,1
60,9999,71,73,800,9999,0
60,9999,68,70,0,49,10
60,9999,68,70,50,99,9
60,9999,68,70,100,149,9
60,9999,68,70,150,199,8
60,9999,68,70,200,249,7
60,9999,68,70,250,299,7
60,9999,68,70,300,349,6
60,9999,68,70,350,399,6
60,9999,68,70,400,449,5
60,9999,68,70,450,499,4
60,9999,68,70,500,549,4
60,9999,68,70,550,639,3
60,9999,68,70,640,699,2
60,9999,68,70,700,759,1
60,9999,68,70,760,799,1
60,9999,68,70,800,9999,0
60,9999,65,67,0,49,8
60,9999,65,67,50,99,8
60,9999,65,67,100,149,7
60,9999,65,67,150,199,7
60,9999,65,67,200,249,6
60,9999,65,67,250,299,6
60,9999,65,67,300,349,5
60,9999,65,67,350,399,4
60,9999,65,67,400,449,4
60,9999,65,67,450,499,3
60,9999,65,67,500,549,3
60,9999,65,67,550,639,2
60,9999,65,67,640,699,1
60,9999,65,67,700,759,1
60,9999,65,67,760,799,0
60,9999,65,67,800,9999,0
60,9999,62,64,0,49,6
60,9999,62,64,50,99,6
60,9999,62,64,100,149,6
60,9999,62,64,150,199,5
60,9999,62,64,200,249,5
60,9999,62,64,250,299,4
60,9999,62,64,300,349,4
60,9999,62,64,350,399,4
60,9999,62,64,400,449,3
60,9999,62,64,450,499,3
60,9999,62,64,500,549,2
60,9999,62,64,550,639,2
60,9999,62,64,640,699,1
60,9999,62,64,700,759,1
60,9999,62,64,760,799,0
60,9999,62,64,800,9999,0
60,9999,59,61,0,49,5
60,9999,59,61,50,99,5
60,9999,59,61,100,149,4
60,9999,59,61,150,199,4
60,9999,59,61,200,249,4
60,9999,59,61,250,299,3
60,9999,59,61,300,349,3
60,9999,59,61,350,399,3
60,9999,59,61,400,449,2
60,9999,59,61,450,499,2
60,9999,59,61,500,549,2
60,9999,59,61,550,639,1
60,9999,59,61,640,699,1
60,9999,59,61,700,759,1
60,9999,59,61,760,799,0
60,9999,59,61,800,9999,0
60,9999,56,58,0,49,4
60,9999,56,58,50,99,4
60,9999,56,58,100,149,3
60,9999,56,58,150,199,3
60,9999,56,58,200,249,3
60,9999,56,58,250,299,3
60,9999,56,58,300,349,2
60,9999,56,58,350,399,2
60,9999,56,58,400,449,2
60,9999,56,58,450,499,2
60,9999,56,58,500,549,1
60,9999,56,58,550,639,1
60,9999,56,58,640,699,1
60,9999,56,58,700,759,1
60,9999,56,58,760,799,0
60,9999,56,58,800,9999,0
60,9999,53,55,0,49,3
60,9999,53,55,50,99,2
60,9999,53,55,100,149,2
60,9999,53,55,150,199,2
60,9999,53,55,200,249,2
60,9999,53,55,250,299,2
60,9999,53,55,300,349,2
60,9999,53,55,350,399,1
60,9999,53,55,400,449,1
60,9999,53,55,450,499,1
60,9999,53,55,500,549,1
60,9999,53,55,550,639,1
60,9999,53,55,640,699,1
60,9999,53,55,700,759,0
60,9999,53,55,760,799,0
60,9999,53,55,800,9999,0
60,9999,50,52,0,49,2
60,9999,50,52,50,99,2
60,9999,50,52,100,149,2
60,9999,50,52,150,199,1
60,9999,50,52,200,249,1
60,9999,50,52,250,299,1
60,9999,50,52,300,349,1
60,9999,50,52,350,399,1
60,9999,50,52,400,449,1
60,9999,50,52,450,499,1
60,9999,50,52,500,549,1
60,9999,50,52,550,639,1
60,9999,50,52,640,699,1
60,9999,50,52,700,759,0
60,9999,50,52,760,799,0
60,9999,50,52,800,9999,0
60,9999,0,49,0,49,0
60,9999,0,49,50,99,0
60,9999,0,49,100,149,0
60,9999,0,49,150,199,0
60,9999,0,49,200,249,0
60,9999,0,49,250,299,0
60,9999,0,49,300,349,0
60,9999,0,49,350,399,0
60,9999,0,49,400,449,0
60,9999,0,49,450,499,0
60,9999,0,49,500,549,0
60,9999,0,49,550,639,0
60,9999,0,49,640,699,0
60,9999,0,49,700,759,0
60,9999,0,49,760,799,0
60,9999,0,49,800,9999,0
